Timestamp,Electricity Demand [kW],Heat Demand [kW],PV Generation [kW],Electricity Price [EUR/kWh],Temperature [°C]
2020-01-01 00:00:00+00:00,2.1,17.0,0.0,0.028,-0.5
2020-01-01 01:00:00+00:00,2.1,16.4,0.0,0.028,-0.4
2020-01-01 02:00:00+00:00,2.1,16.0,0.0,0.028,-0.3
2020-01-01 03:00:00+00:00,2.1,15.8,0.0,0.028,-0.3
2020-01-01 04:00:00+00:00,2.1,15.6,0.0,0.027,-0.2
2020-01-01 05:00:00+00:00,6.1,15.6,0.0,0.026,-0.2
2020-01-01 06:00:00+00:00,6.7,27.8,0.0,0.025,0.2
2020-01-01 07:00:00+00:00,6.7,29.2,0.0,0.026,0.9
2020-01-01 08:00:00+00:00,6.6,28.4,0.0,0.026,1.3
2020-01-01 09:00:00+00:00,6.6,28.0,0.2,0.027,1.8
2020-01-01 10:00:00+00:00,6.6,26.0,0.5,0.027,1.9
2020-01-01 11:00:00+00:00,6.7,27.0,0.3,0.028,2.3
2020-01-01 12:00:00+00:00,6.7,25.4,0.3,0.029,2.8
2020-01-01 13:00:00+00:00,6.7,26.0,0.0,0.029,2.7
2020-01-01 14:00:00+00:00,6.8,26.2,0.0,0.03,2.7
2020-01-01 15:00:00+00:00,6.8,27.8,0.0,0.03,2.6
2020-01-01 16:00:00+00:00,6.8,26.4,0.0,0.03,2.3
2020-01-01 17:00:00+00:00,6.7,27.8,0.0,0.03,2.0
2020-01-01 18:00:00+00:00,4.5,27.4,0.0,0.029,2.0
2020-01-01 19:00:00+00:00,1.9,22.0,0.0,0.028,2.0
2020-01-01 20:00:00+00:00,1.9,12.4,0.0,0.027,2.2
2020-01-01 21:00:00+00:00,1.9,13.8,0.0,0.026,2.3
2020-01-01 22:00:00+00:00,2.1,12.0,0.0,0.025,2.3
2020-01-01 23:00:00+00:00,2.1,15.0,0.0,0.012,2.3
2020-01-02 00:00:00+00:00,2.1,14.4,0.0,0.013,2.5
2020-01-02 01:00:00+00:00,2.1,14.8,0.0,0.019,2.4
2020-01-02 02:00:00+00:00,2.1,14.8,0.0,0.021,2.4
2020-01-02 03:00:00+00:00,2.1,14.6,0.0,0.024,2.4
2020-01-02 04:00:00+00:00,2.2,14.4,0.0,0.026,2.3
2020-01-02 05:00:00+00:00,6.1,14.0,0.0,0.028,2.3
2020-01-02 06:00:00+00:00,7.1,25.2,0.0,0.028,2.4
2020-01-02 07:00:00+00:00,7.4,27.2,0.0,0.029,2.5
2020-01-02 08:00:00+00:00,7.6,27.4,0.0,0.03,2.6
2020-01-02 09:00:00+00:00,7.8,26.4,0.3,0.03,3.0
2020-01-02 10:00:00+00:00,8.1,25.8,0.9,0.03,3.5
2020-01-02 11:00:00+00:00,8.1,26.4,2.0,0.03,3.8
2020-01-02 12:00:00+00:00,8.2,25.2,0.5,0.03,4.0
2020-01-02 13:00:00+00:00,8.1,26.2,0.0,0.03,4.3
2020-01-02 14:00:00+00:00,7.8,24.0,0.0,0.031,4.2
2020-01-02 15:00:00+00:00,7.9,24.4,0.0,0.031,4.3
2020-01-02 16:00:00+00:00,7.8,24.4,0.0,0.031,4.6
2020-01-02 17:00:00+00:00,7.8,23.6,0.0,0.03,4.8
2020-01-02 18:00:00+00:00,5.7,23.4,0.0,0.029,4.8
2020-01-02 19:00:00+00:00,3.1,19.2,0.0,0.028,5.0
2020-01-02 20:00:00+00:00,3.4,12.0,0.0,0.028,5.1
2020-01-02 21:00:00+00:00,4.0,12.0,0.0,0.028,5.1
2020-01-02 22:00:00+00:00,4.5,11.4,0.0,0.024,5.1
2020-01-02 23:00:00+00:00,5.2,13.0,0.0,0.019,5.1
2020-01-03 00:00:00+00:00,5.2,12.4,0.0,0.01,5.2
2020-01-03 01:00:00+00:00,3.3,13.2,0.0,0.002,5.1
2020-01-03 02:00:00+00:00,2.8,13.2,0.0,0.0,5.2
2020-01-03 03:00:00+00:00,3.0,12.8,0.0,0.001,5.1
2020-01-03 04:00:00+00:00,4.0,12.8,0.0,0.01,5.1
2020-01-03 05:00:00+00:00,6.3,12.2,0.0,0.024,5.1
2020-01-03 06:00:00+00:00,7.3,21.4,0.0,0.027,5.1
2020-01-03 07:00:00+00:00,7.6,24.4,0.0,0.028,5.0
2020-01-03 08:00:00+00:00,7.7,24.6,0.0,0.029,4.9
2020-01-03 09:00:00+00:00,7.6,24.6,0.1,0.028,4.7
2020-01-03 10:00:00+00:00,7.8,24.8,0.3,0.029,4.7
2020-01-03 11:00:00+00:00,8.4,25.0,0.2,0.028,4.5
2020-01-03 12:00:00+00:00,8.4,25.6,0.3,0.028,4.7
2020-01-03 13:00:00+00:00,8.2,24.6,0.0,0.029,4.8
2020-01-03 14:00:00+00:00,7.8,24.2,0.0,0.03,5.1
2020-01-03 15:00:00+00:00,7.2,23.6,0.0,0.03,5.3
2020-01-03 16:00:00+00:00,6.8,23.0,0.0,0.03,5.5
2020-01-03 17:00:00+00:00,6.7,21.8,0.0,0.03,5.3
2020-01-03 18:00:00+00:00,4.6,23.0,0.0,0.029,4.6
2020-01-03 19:00:00+00:00,1.9,19.2,0.0,0.028,3.9
2020-01-03 20:00:00+00:00,1.9,11.6,0.0,0.027,3.2
2020-01-03 21:00:00+00:00,1.9,11.8,0.0,0.026,2.6
2020-01-03 22:00:00+00:00,2.0,12.2,0.0,0.022,1.8
2020-01-03 23:00:00+00:00,2.1,14.4,0.0,0.022,1.2
2020-01-04 00:00:00+00:00,2.1,14.6,0.0,0.016,1.0
2020-01-04 01:00:00+00:00,2.1,13.8,0.0,0.016,1.7
2020-01-04 02:00:00+00:00,2.1,12.8,0.0,0.006,2.0
2020-01-04 03:00:00+00:00,2.1,13.2,0.0,0.004,2.1
2020-01-04 04:00:00+00:00,2.1,14.4,0.0,0.004,1.9
2020-01-04 05:00:00+00:00,6.0,14.4,0.0,0.004,1.7
2020-01-04 06:00:00+00:00,6.7,25.0,0.0,0.019,1.5
2020-01-04 07:00:00+00:00,6.7,27.2,0.0,0.017,1.4
2020-01-04 08:00:00+00:00,6.7,28.2,0.0,0.024,1.4
2020-01-04 09:00:00+00:00,6.6,27.4,0.4,0.025,1.5
2020-01-04 10:00:00+00:00,6.6,27.4,1.2,0.025,1.6
2020-01-04 11:00:00+00:00,6.7,27.2,2.7,0.025,1.7
2020-01-04 12:00:00+00:00,6.6,27.4,1.2,0.025,1.9
2020-01-04 13:00:00+00:00,6.7,27.2,0.0,0.025,2.0
2020-01-04 14:00:00+00:00,6.7,26.0,0.0,0.026,1.7
2020-01-04 15:00:00+00:00,6.7,27.2,0.0,0.027,1.7
2020-01-04 16:00:00+00:00,6.7,26.8,0.0,0.029,1.8
2020-01-04 17:00:00+00:00,6.6,27.6,0.0,0.03,1.7
2020-01-04 18:00:00+00:00,4.1,27.6,0.0,0.029,1.4
2020-01-04 19:00:00+00:00,1.9,19.6,0.0,0.028,1.2
2020-01-04 20:00:00+00:00,1.9,13.2,0.0,0.027,1.1
2020-01-04 21:00:00+00:00,1.9,12.8,0.0,0.027,0.8
2020-01-04 22:00:00+00:00,2.0,13.0,0.0,0.026,0.4
2020-01-04 23:00:00+00:00,2.1,15.2,0.0,0.027,0.1
2020-01-05 00:00:00+00:00,2.1,16.0,0.0,0.027,-0.2
2020-01-05 01:00:00+00:00,2.1,15.6,0.0,0.027,-0.4
2020-01-05 02:00:00+00:00,2.1,14.6,0.0,0.027,-0.2
2020-01-05 03:00:00+00:00,2.1,15.6,0.0,0.028,-0.1
2020-01-05 04:00:00+00:00,2.1,15.6,0.0,0.029,-0.1
2020-01-05 05:00:00+00:00,5.9,15.4,0.0,0.029,-0.3
2020-01-05 06:00:00+00:00,6.6,29.2,0.0,0.03,-0.7
2020-01-05 07:00:00+00:00,6.6,27.0,0.0,0.031,-1.1
2020-01-05 08:00:00+00:00,6.6,29.0,0.0,0.031,-1.8
2020-01-05 09:00:00+00:00,6.5,29.2,0.4,0.032,-2.0
2020-01-05 10:00:00+00:00,6.5,29.6,1.2,0.032,-2.1
2020-01-05 11:00:00+00:00,6.5,29.8,2.7,0.031,-2.2
2020-01-05 12:00:00+00:00,6.5,30.2,1.2,0.031,-2.4
2020-01-05 13:00:00+00:00,6.5,29.8,0.0,0.031,-2.9
2020-01-05 14:00:00+00:00,6.6,31.0,0.0,0.031,-4.0
2020-01-05 15:00:00+00:00,6.6,32.0,0.0,0.031,-5.1
2020-01-05 16:00:00+00:00,6.6,32.4,0.0,0.032,-5.1
2020-01-05 17:00:00+00:00,6.6,32.4,0.0,0.031,-4.3
2020-01-05 18:00:00+00:00,4.5,31.6,0.0,0.03,-3.7
2020-01-05 19:00:00+00:00,1.9,24.6,0.0,0.03,-2.6
2020-01-05 20:00:00+00:00,1.9,14.4,0.0,0.029,-1.4
2020-01-05 21:00:00+00:00,1.9,13.8,0.0,0.028,-0.6
2020-01-05 22:00:00+00:00,2.1,13.8,0.0,0.027,-0.5
2020-01-05 23:00:00+00:00,2.1,16.8,0.0,0.026,0.0
2020-01-06 00:00:00+00:00,2.1,16.6,0.0,0.026,0.1
2020-01-06 01:00:00+00:00,2.1,16.0,0.0,0.027,0.4
2020-01-06 02:00:00+00:00,2.1,16.0,0.0,0.027,0.7
2020-01-06 03:00:00+00:00,2.1,15.8,0.0,0.027,1.2
2020-01-06 04:00:00+00:00,2.1,14.4,0.0,0.028,1.4
2020-01-06 05:00:00+00:00,6.0,14.4,0.0,0.028,1.1
2020-01-06 06:00:00+00:00,6.7,26.6,0.0,0.029,1.0
2020-01-06 07:00:00+00:00,6.7,30.0,0.0,0.03,0.7
2020-01-06 08:00:00+00:00,6.6,30.0,0.0,0.031,0.8
2020-01-06 09:00:00+00:00,6.6,29.4,0.2,0.031,0.9
2020-01-06 10:00:00+00:00,6.6,28.6,0.3,0.031,1.0
2020-01-06 11:00:00+00:00,6.6,30.2,0.4,0.031,1.1
2020-01-06 12:00:00+00:00,6.6,30.0,0.8,0.031,1.2
2020-01-06 13:00:00+00:00,6.7,29.6,0.0,0.031,1.0
2020-01-06 14:00:00+00:00,6.9,30.4,0.0,0.031,0.8
2020-01-06 15:00:00+00:00,6.8,30.6,0.0,0.032,1.0
2020-01-06 16:00:00+00:00,6.9,29.8,0.0,0.032,1.1
2020-01-06 17:00:00+00:00,6.7,29.2,0.0,0.031,1.4
2020-01-06 18:00:00+00:00,4.6,28.6,0.0,0.031,1.8
2020-01-06 19:00:00+00:00,2.0,21.8,0.0,0.031,2.2
2020-01-06 20:00:00+00:00,2.0,12.6,0.0,0.03,2.6
2020-01-06 21:00:00+00:00,2.0,12.8,0.0,0.029,3.1
2020-01-06 22:00:00+00:00,2.1,12.6,0.0,0.028,3.6
2020-01-06 23:00:00+00:00,2.1,13.8,0.0,0.027,3.6
2020-01-07 00:00:00+00:00,2.1,13.8,0.0,0.027,3.8
2020-01-07 01:00:00+00:00,2.1,14.0,0.0,0.027,3.8
2020-01-07 02:00:00+00:00,2.1,13.8,0.0,0.027,3.8
2020-01-07 03:00:00+00:00,2.1,14.0,0.0,0.027,3.9
2020-01-07 04:00:00+00:00,2.2,13.6,0.0,0.029,3.9
2020-01-07 05:00:00+00:00,7.0,13.4,0.0,0.03,4.0
2020-01-07 06:00:00+00:00,9.0,23.0,0.0,0.031,4.0
2020-01-07 07:00:00+00:00,10.4,25.8,0.0,0.031,4.2
2020-01-07 08:00:00+00:00,10.4,24.8,0.0,0.031,4.4
2020-01-07 09:00:00+00:00,10.4,24.0,0.1,0.031,4.8
2020-01-07 10:00:00+00:00,10.8,23.6,0.1,0.031,4.9
2020-01-07 11:00:00+00:00,10.8,23.6,0.2,0.03,5.0
2020-01-07 12:00:00+00:00,10.7,20.4,0.2,0.03,5.0
2020-01-07 13:00:00+00:00,10.1,19.6,0.0,0.03,4.8
2020-01-07 14:00:00+00:00,10.1,19.6,0.0,0.031,4.6
2020-01-07 15:00:00+00:00,9.3,20.2,0.0,0.031,4.4
2020-01-07 16:00:00+00:00,9.3,20.4,0.0,0.031,4.2
2020-01-07 17:00:00+00:00,8.3,21.6,0.0,0.03,4.1
2020-01-07 18:00:00+00:00,5.0,21.6,0.0,0.029,4.0
2020-01-07 19:00:00+00:00,2.0,19.0,0.0,0.029,4.1
2020-01-07 20:00:00+00:00,2.0,12.2,0.0,0.028,4.2
2020-01-07 21:00:00+00:00,2.0,12.6,0.0,0.027,4.2
2020-01-07 22:00:00+00:00,2.2,12.6,0.0,0.024,4.3
2020-01-07 23:00:00+00:00,2.2,13.0,0.0,0.019,4.3
2020-01-08 00:00:00+00:00,2.2,12.6,0.0,0.005,4.4
2020-01-08 01:00:00+00:00,2.2,13.8,0.0,0.0,4.5
2020-01-08 02:00:00+00:00,2.2,12.8,0.0,0.0,4.7
2020-01-08 03:00:00+00:00,2.2,13.4,0.0,0.002,4.7
2020-01-08 04:00:00+00:00,2.3,13.2,0.0,0.021,4.7
2020-01-08 05:00:00+00:00,7.2,13.4,0.0,0.026,4.8
2020-01-08 06:00:00+00:00,9.2,22.2,0.0,0.027,4.9
2020-01-08 07:00:00+00:00,9.8,24.2,0.0,0.027,5.0
2020-01-08 08:00:00+00:00,10.7,23.0,0.0,0.027,4.9
2020-01-08 09:00:00+00:00,10.8,25.0,0.0,0.027,4.9
2020-01-08 10:00:00+00:00,10.8,23.2,0.1,0.027,5.4
2020-01-08 11:00:00+00:00,11.0,19.0,0.1,0.027,5.6
2020-01-08 12:00:00+00:00,10.6,18.6,0.1,0.027,5.8
2020-01-08 13:00:00+00:00,11.0,18.2,0.0,0.028,6.1
2020-01-08 14:00:00+00:00,10.7,17.8,0.0,0.028,6.2
2020-01-08 15:00:00+00:00,10.0,18.2,0.0,0.029,6.4
2020-01-08 16:00:00+00:00,9.9,18.2,0.0,0.029,6.6
2020-01-08 17:00:00+00:00,9.4,18.2,0.0,0.029,6.7
2020-01-08 18:00:00+00:00,5.3,17.6,0.0,0.029,6.2
2020-01-08 19:00:00+00:00,2.1,15.2,0.0,0.027,5.8
2020-01-08 20:00:00+00:00,2.0,10.8,0.0,0.027,5.0
2020-01-08 21:00:00+00:00,2.0,11.2,0.0,0.026,4.5
2020-01-08 22:00:00+00:00,2.2,11.2,0.0,0.024,4.2
2020-01-08 23:00:00+00:00,2.2,12.8,0.0,0.021,3.6
2020-01-09 00:00:00+00:00,2.2,13.0,0.0,0.021,3.2
2020-01-09 01:00:00+00:00,2.2,13.4,0.0,0.02,2.9
2020-01-09 02:00:00+00:00,2.2,13.6,0.0,0.021,2.8
2020-01-09 03:00:00+00:00,2.2,13.6,0.0,0.023,2.8
2020-01-09 04:00:00+00:00,2.2,13.8,0.0,0.026,2.7
2020-01-09 05:00:00+00:00,7.0,13.6,0.0,0.027,2.6
2020-01-09 06:00:00+00:00,9.5,25.4,0.0,0.028,2.5
2020-01-09 07:00:00+00:00,10.3,26.6,0.0,0.028,2.3
2020-01-09 08:00:00+00:00,10.9,26.0,0.0,0.028,2.4
2020-01-09 09:00:00+00:00,11.1,25.6,0.4,0.028,2.7
2020-01-09 10:00:00+00:00,10.7,24.6,1.3,0.028,3.1
2020-01-09 11:00:00+00:00,10.7,23.6,2.8,0.028,3.3
2020-01-09 12:00:00+00:00,10.8,23.8,1.3,0.028,3.3
2020-01-09 13:00:00+00:00,11.4,23.2,0.0,0.031,2.7
2020-01-09 14:00:00+00:00,10.4,24.2,0.0,0.031,2.0
2020-01-09 15:00:00+00:00,10.1,24.0,0.0,0.033,1.6
2020-01-09 16:00:00+00:00,10.2,24.4,0.0,0.043,1.3
2020-01-09 17:00:00+00:00,8.9,25.8,0.0,0.041,0.8
2020-01-09 18:00:00+00:00,5.0,26.2,0.0,0.028,0.6
2020-01-09 19:00:00+00:00,2.1,22.2,0.0,0.028,0.0
2020-01-09 20:00:00+00:00,2.0,13.6,0.0,0.028,-0.0
2020-01-09 21:00:00+00:00,2.0,13.8,0.0,0.027,-0.1
2020-01-09 22:00:00+00:00,2.2,12.6,0.0,0.026,-0.4
2020-01-09 23:00:00+00:00,2.2,14.4,0.0,0.026,-0.6
2020-01-10 00:00:00+00:00,2.2,16.0,0.0,0.026,-0.9
2020-01-10 01:00:00+00:00,2.2,15.6,0.0,0.026,-1.4
2020-01-10 02:00:00+00:00,2.2,15.2,0.0,0.026,-2.1
2020-01-10 03:00:00+00:00,2.2,15.4,0.0,0.026,-2.2
2020-01-10 04:00:00+00:00,2.2,15.4,0.0,0.027,-2.5
2020-01-10 05:00:00+00:00,7.2,15.4,0.0,0.042,-2.7
2020-01-10 06:00:00+00:00,10.4,26.8,0.0,0.045,-3.0
2020-01-10 07:00:00+00:00,11.3,26.2,0.0,0.047,-3.1
2020-01-10 08:00:00+00:00,11.4,27.4,0.0,0.044,-3.0
2020-01-10 09:00:00+00:00,11.4,27.0,0.4,0.039,-2.8
2020-01-10 10:00:00+00:00,10.9,26.8,1.1,0.036,-1.9
2020-01-10 11:00:00+00:00,11.7,26.2,2.4,0.038,-1.3
2020-01-10 12:00:00+00:00,11.0,25.6,1.4,0.039,-1.2
2020-01-10 13:00:00+00:00,11.5,24.6,0.0,0.044,-2.1
2020-01-10 14:00:00+00:00,10.4,25.6,0.0,0.046,-2.2
2020-01-10 15:00:00+00:00,9.4,26.2,0.0,0.046,-3.4
2020-01-10 16:00:00+00:00,9.1,26.6,0.0,0.045,-3.6
2020-01-10 17:00:00+00:00,8.5,27.6,0.0,0.047,-4.1
2020-01-10 18:00:00+00:00,5.3,27.0,0.0,0.03,-4.6
2020-01-10 19:00:00+00:00,2.1,23.0,0.0,0.028,-4.7
2020-01-10 20:00:00+00:00,2.1,15.0,0.0,0.027,-4.8
2020-01-10 21:00:00+00:00,2.1,14.6,0.0,0.026,-4.7
2020-01-10 22:00:00+00:00,2.2,14.2,0.0,0.026,-4.6
2020-01-10 23:00:00+00:00,2.3,15.8,0.0,0.027,-4.4
2020-01-11 00:00:00+00:00,2.3,15.4,0.0,0.026,-4.5
2020-01-11 01:00:00+00:00,2.3,16.0,0.0,0.026,-4.3
2020-01-11 02:00:00+00:00,2.3,16.2,0.0,0.026,-4.1
2020-01-11 03:00:00+00:00,2.3,16.4,0.0,0.025,-4.4
2020-01-11 04:00:00+00:00,2.3,16.0,0.0,0.025,-4.8
2020-01-11 05:00:00+00:00,6.1,16.2,0.0,0.025,-4.7
2020-01-11 06:00:00+00:00,6.8,30.8,0.0,0.025,-4.8
2020-01-11 07:00:00+00:00,7.2,31.6,0.0,0.026,-4.4
2020-01-11 08:00:00+00:00,8.7,30.8,0.1,0.026,-3.6
2020-01-11 09:00:00+00:00,8.3,30.2,0.4,0.026,-2.0
2020-01-11 10:00:00+00:00,8.4,27.4,0.9,0.026,0.1
2020-01-11 11:00:00+00:00,8.5,27.0,1.2,0.025,1.0
2020-01-11 12:00:00+00:00,8.4,26.2,1.4,0.025,1.3
2020-01-11 13:00:00+00:00,8.3,25.6,0.0,0.025,1.6
2020-01-11 14:00:00+00:00,6.3,25.4,0.0,0.025,1.7
2020-01-11 15:00:00+00:00,6.3,25.6,0.0,0.026,2.1
2020-01-11 16:00:00+00:00,6.3,25.2,0.0,0.026,2.3
2020-01-11 17:00:00+00:00,6.3,26.0,0.0,0.025,2.5
2020-01-11 18:00:00+00:00,4.2,25.4,0.0,0.025,2.7
2020-01-11 19:00:00+00:00,1.5,21.2,0.0,0.024,2.5
2020-01-11 20:00:00+00:00,1.5,13.4,0.0,0.023,2.2
2020-01-11 21:00:00+00:00,1.5,13.0,0.0,0.021,2.8
2020-01-11 22:00:00+00:00,1.6,13.0,0.0,0.019,3.3
2020-01-11 23:00:00+00:00,1.7,13.8,0.0,0.02,4.1
2020-01-12 00:00:00+00:00,1.7,14.4,0.0,0.019,4.4
2020-01-12 01:00:00+00:00,1.7,13.0,0.0,0.018,4.4
2020-01-12 02:00:00+00:00,1.7,14.0,0.0,0.018,4.6
2020-01-12 03:00:00+00:00,1.7,14.2,0.0,0.018,4.8
2020-01-12 04:00:00+00:00,1.7,13.0,0.0,0.019,5.2
2020-01-12 05:00:00+00:00,5.6,13.2,0.0,0.017,5.3
2020-01-12 06:00:00+00:00,6.3,21.6,0.0,0.018,5.4
2020-01-12 07:00:00+00:00,7.4,23.4,0.0,0.022,5.4
2020-01-12 08:00:00+00:00,8.5,24.0,0.0,0.024,5.5
2020-01-12 09:00:00+00:00,8.6,24.2,0.1,0.024,5.6
2020-01-12 10:00:00+00:00,8.4,22.8,0.2,0.025,5.7
2020-01-12 11:00:00+00:00,8.5,22.6,0.3,0.024,5.7
2020-01-12 12:00:00+00:00,8.6,22.6,0.3,0.024,5.7
2020-01-12 13:00:00+00:00,8.3,22.8,0.0,0.025,5.4
2020-01-12 14:00:00+00:00,6.4,22.2,0.0,0.025,5.0
2020-01-12 15:00:00+00:00,6.3,22.8,0.0,0.026,4.7
2020-01-12 16:00:00+00:00,6.3,22.4,0.0,0.026,4.7
2020-01-12 17:00:00+00:00,6.3,23.0,0.0,0.027,4.6
2020-01-12 18:00:00+00:00,4.2,23.4,0.0,0.026,4.6
2020-01-12 19:00:00+00:00,1.5,18.6,0.0,0.026,4.4
2020-01-12 20:00:00+00:00,1.5,11.4,0.0,0.026,4.3
2020-01-12 21:00:00+00:00,1.5,13.0,0.0,0.025,4.0
2020-01-12 22:00:00+00:00,1.6,11.6,0.0,0.024,3.0
2020-01-12 23:00:00+00:00,1.7,12.8,0.0,0.023,2.3
2020-01-13 00:00:00+00:00,1.7,14.0,0.0,0.024,1.9
2020-01-13 01:00:00+00:00,1.6,14.6,0.0,0.024,1.4
2020-01-13 02:00:00+00:00,1.7,12.8,0.0,0.024,0.6
2020-01-13 03:00:00+00:00,1.7,13.4,0.0,0.025,0.0
2020-01-13 04:00:00+00:00,1.7,13.8,0.0,0.026,0.1
2020-01-13 05:00:00+00:00,7.0,14.2,0.0,0.03,0.6
2020-01-13 06:00:00+00:00,10.0,25.6,0.0,0.041,1.2
2020-01-13 07:00:00+00:00,12.0,25.0,0.0,0.034,1.5
2020-01-13 08:00:00+00:00,12.1,22.8,0.1,0.032,1.7
2020-01-13 09:00:00+00:00,13.3,20.8,0.4,0.036,1.7
2020-01-13 10:00:00+00:00,12.8,22.2,1.3,0.034,1.9
2020-01-13 11:00:00+00:00,11.4,23.4,2.6,0.03,1.9
2020-01-13 12:00:00+00:00,11.2,23.4,1.5,0.03,1.8
2020-01-13 13:00:00+00:00,11.6,22.4,0.1,0.029,1.6
2020-01-13 14:00:00+00:00,11.1,23.4,0.0,0.029,1.5
2020-01-13 15:00:00+00:00,10.2,23.2,0.0,0.038,1.7
2020-01-13 16:00:00+00:00,9.6,23.8,0.0,0.04,1.8
2020-01-13 17:00:00+00:00,9.0,23.2,0.0,0.028,1.8
2020-01-13 18:00:00+00:00,5.1,21.6,0.0,0.027,1.9
2020-01-13 19:00:00+00:00,2.1,19.8,0.0,0.026,1.8
2020-01-13 20:00:00+00:00,2.1,14.0,0.0,0.026,1.9
2020-01-13 21:00:00+00:00,2.1,13.6,0.0,0.025,2.2
2020-01-13 22:00:00+00:00,2.3,12.6,0.0,0.023,2.3
2020-01-13 23:00:00+00:00,2.4,14.0,0.0,0.022,2.5
2020-01-14 00:00:00+00:00,2.4,14.6,0.0,0.017,2.5
2020-01-14 01:00:00+00:00,2.4,14.6,0.0,0.012,2.7
2020-01-14 02:00:00+00:00,2.4,14.2,0.0,0.013,2.9
2020-01-14 03:00:00+00:00,2.4,14.2,0.0,0.018,2.8
2020-01-14 04:00:00+00:00,2.5,13.8,0.0,0.02,2.8
2020-01-14 05:00:00+00:00,7.4,13.8,0.0,0.025,2.9
2020-01-14 06:00:00+00:00,10.4,26.4,0.0,0.028,2.8
2020-01-14 07:00:00+00:00,12.8,22.2,0.0,0.026,3.1
2020-01-14 08:00:00+00:00,12.9,20.0,0.0,0.026,3.1
2020-01-14 09:00:00+00:00,12.6,20.8,0.3,0.026,3.3
2020-01-14 10:00:00+00:00,12.1,20.8,0.6,0.026,3.4
2020-01-14 11:00:00+00:00,11.3,21.4,0.7,0.026,3.5
2020-01-14 12:00:00+00:00,11.4,21.8,0.6,0.026,3.8
2020-01-14 13:00:00+00:00,11.7,20.8,0.1,0.026,3.8
2020-01-14 14:00:00+00:00,11.3,19.4,0.0,0.026,3.6
2020-01-14 15:00:00+00:00,11.7,20.8,0.0,0.027,3.4
2020-01-14 16:00:00+00:00,10.6,20.6,0.0,0.027,3.3
2020-01-14 17:00:00+00:00,9.6,21.4,0.0,0.026,3.4
2020-01-14 18:00:00+00:00,5.4,22.0,0.0,0.026,2.9
2020-01-14 19:00:00+00:00,2.1,18.2,0.0,0.025,2.5
2020-01-14 20:00:00+00:00,2.1,13.0,0.0,0.024,2.7
2020-01-14 21:00:00+00:00,2.1,13.2,0.0,0.022,3.3
2020-01-14 22:00:00+00:00,2.2,12.0,0.0,0.012,4.0
2020-01-14 23:00:00+00:00,2.2,13.6,0.0,0.016,4.8
2020-01-15 00:00:00+00:00,2.2,13.6,0.0,0.014,5.0
2020-01-15 01:00:00+00:00,2.2,13.4,0.0,0.01,5.1
2020-01-15 02:00:00+00:00,2.2,12.8,0.0,0.011,5.0
2020-01-15 03:00:00+00:00,2.2,12.8,0.0,0.018,5.1
2020-01-15 04:00:00+00:00,2.3,12.4,0.0,0.019,5.1
2020-01-15 05:00:00+00:00,7.0,13.0,0.0,0.027,5.0
2020-01-15 06:00:00+00:00,9.6,22.0,0.0,0.03,4.9
2020-01-15 07:00:00+00:00,12.1,25.2,0.0,0.029,5.1
2020-01-15 08:00:00+00:00,13.0,18.4,0.0,0.029,5.4
2020-01-15 09:00:00+00:00,12.3,18.8,0.0,0.029,6.1
2020-01-15 10:00:00+00:00,12.4,17.4,0.2,0.028,6.8
2020-01-15 11:00:00+00:00,12.5,17.4,0.2,0.029,7.1
2020-01-15 12:00:00+00:00,12.6,17.6,0.2,0.028,7.5
2020-01-15 13:00:00+00:00,11.9,16.6,0.1,0.028,7.7
2020-01-15 14:00:00+00:00,11.5,16.6,0.0,0.03,7.7
2020-01-15 15:00:00+00:00,11.0,17.6,0.0,0.031,7.7
2020-01-15 16:00:00+00:00,11.0,18.2,0.0,0.03,7.6
2020-01-15 17:00:00+00:00,9.7,16.8,0.0,0.03,7.5
2020-01-15 18:00:00+00:00,5.3,17.0,0.0,0.026,7.2
2020-01-15 19:00:00+00:00,2.0,15.2,0.0,0.025,6.7
2020-01-15 20:00:00+00:00,2.0,12.2,0.0,0.025,6.1
2020-01-15 21:00:00+00:00,2.0,11.2,0.0,0.024,5.7
2020-01-15 22:00:00+00:00,2.2,11.0,0.0,0.023,5.6
2020-01-15 23:00:00+00:00,2.2,12.0,0.0,0.022,5.6
2020-01-16 00:00:00+00:00,2.2,12.8,0.0,0.021,5.6
2020-01-16 01:00:00+00:00,2.2,12.4,0.0,0.022,5.5
2020-01-16 02:00:00+00:00,2.2,12.8,0.0,0.022,5.4
2020-01-16 03:00:00+00:00,2.2,12.8,0.0,0.023,5.0
2020-01-16 04:00:00+00:00,2.3,12.4,0.0,0.024,4.8
2020-01-16 05:00:00+00:00,7.2,12.4,0.0,0.031,4.5
2020-01-16 06:00:00+00:00,9.9,23.6,0.0,0.044,4.3
2020-01-16 07:00:00+00:00,12.3,20.2,0.0,0.043,4.3
2020-01-16 08:00:00+00:00,12.7,19.4,0.1,0.043,4.6
2020-01-16 09:00:00+00:00,12.6,20.2,0.3,0.043,4.8
2020-01-16 10:00:00+00:00,11.8,19.6,0.5,0.044,5.1
2020-01-16 11:00:00+00:00,11.0,18.8,0.5,0.044,5.5
2020-01-16 12:00:00+00:00,11.5,18.6,0.5,0.044,5.4
2020-01-16 13:00:00+00:00,11.8,18.0,0.1,0.044,5.4
